id,frequency
vilniaus hockey,135
viską apie,135
viską žino,135
visuomenė turi,135
vyks nuo,135
yra kone,135
yra nemokamas,135
yra rimta,135
čempionu tapęs,135
čia būti,135
į centrinę,135
į kažką,135
į sodybą,135
įkūrėjas viktoras,135
įstaigos ir,135
įstatymo nuostatos,135
įvertinti situaciją,135
įžvalgomis apie,135
šalies žmonės,135
šešiolikos metų,135
šie darbai,135
šie ir,135
šie produktai,135
šioje rinkoje,135
šiol jis,135
šios dainos,135
šios žinios,135
žemės sklype,135
žingsnį ir,135
žinoti kur,135
žmogus jau,135
13 žmonių,134
14 val,134
17 10,134
19 10,134
1993 metų,134
2013 2015,134
24 osios,134
28 23,134
57 eurų,134
64 kg,134
86 proc.,134
a pozicija,134
al jazeera,134
almeidos stronglaso,134
ame dešimtmetyje,134
antradienio naktį,134
apie visa,134
apple ir,134
apylinkėse pirmoje,134
ar blogai,134
arba 8,134
asmuo buvo,134
atliko 6,134
atrodo per,134
atsisakyti ir,134
atstovas ir,134
atvykę pareigūnai,134
audi 100,134
auginti ir,134
b finale,134
balsuos dėl,134
baltik vairas,134
bayern klubas,134
bet daugelis,134
bet kokiais,134
bet pavyzdžiui,134
bet turiu,134
birželio pabaigos,134
biuro pareigūnai,134
bus priversta,134
bus įrengti,134
buvo arti,134
buvo atidaryta,134
buvo atliekamas,134
buvo teisus,134
būdu iš,134
centre su,134
co2 emisija,134
dabar bet,134
dalis į,134
dalyviams ir,134
darbuotojų atlyginimai,134
daug kuo,134
daug nei,134
daugiadienių dviratininkų,134
daugiau mokesčių,134
di maria,134
didelis skirtumas,134
didžiausia lietuvos,134
disko metikas,134
dėl meilės,134
efektyvumą ir,134
ežero kranto,134
folio rūgšties,134
futbolininkus ir,134
gali sakyti,134
galime daryti,134
galite rinktis,134
garsiausių lietuvos,134
gavo informacijos,134
gelbėjimo operaciją,134
geriausiu lietuvos,134
gynybos sistemą,134
gyvenimo kelią,134
iki europos,134
iki smulkmenų,134
iki šiandien,134
ilgainiui gali,134
ilgis siekia,134
ir 37,134
ir argentinos,134
ir atsitiko,134
ir auga,134
ir didžiąją,134
ir kolegų,134
ir kredito,134
ir pabaigai,134
ir pelno,134
ir puolė,134
ir rio,134
ir savaime,134
ir socialiai,134
ir tebėra,134
ir tėvas,134
ir vanduo,134
ir įveikti,134
ią minutę,134
iš buvusio,134
iš kino,134
iš lanko,134
iš mados,134
iš minėtų,134
iš san,134
iš visko,134
išimti iš,134
išmesti į,134
išskėstomis rankomis,134
ištrauką iš,134
j. didžiulis,134
jau pakankamai,134
jau paskelbė,134
jav karinio,134
jav pajėgų,134
jei kada,134
jei prireiks,134
jei tokių,134
jeigu kalbame,134
ji skirta,134
jie ieško,134
jis kol,134
jis įvardijo,134
jo duomenimis,134
jo vyriausybė,134
jokia kita,134
jums teks,134
kad dievas,134
kad kažkam,134
kad lėktuvo,134
kad teroristai,134
kad vietoje,134
kai jums,134
kainuos nuo,134
kaip bet,134
kaip mama,134
karinės operacijos,134
kariuomenė yra,134
karto nebuvo,134
kartą pabrėžė,134
kas svarbu,134
kasdien po,134
kauno raj.,134
kažkas kas,134
kelias buvo,134
ketvirtfinalyje bus,134
kiekvieną vasarą,134
kita yra,134
kitų rūšių,134
kodėl tu,134
kontrolės komisijos,134
korto šeimininkas,134
krepšinio mokykla,134
kryptimi ir,134
krūtine rungties,134
krūtine rungtyje,134
kuo ir,134
kur eiti,134
ką konkrečiai,134
ką toliau,134
laikais ir,134
laikotarpiu nuo,134
land cruiser,134
leiboristų partijos,134
leisti jam,134
leon somov,134
lotynų amerikoje,134
luko mugevičiaus,134
lyderis algirdas,134
lytinio akto,134
m. per,134
makroekonominiai rodikliai,134
mama yra,134
man per,134
marius runkauskas,134
mažiau pinigų,134
mes tikime,134
metų išvakarėse,134
metų mergaitė,134
metų šventes,134
mokosi ir,134
mums reikėtų,134
mėnesio viduryje,134
n. puteikio,134
n. rosbergo,134
nebuvo aišku,134
negali suprasti,134
nei lietuva,134
nenorime kad,134
nepriekaištingos reputacijos,134
nesutinka kad,134
neturime jokių,134
niekada nieko,134
niekas nesitikėjo,134
nuo tavęs,134
nuotraukose matyti,134
nurodęs kad,134
o. koršunovas,134
osios byloje,134
padarytas pažeidimas,134
padaryti iki,134
padėjo man,134
pamatę kad,134
paradoksalu bet,134
pareigūnais ir,134
pasaulio pirmenybių,134
pasaulio vyrų,134
pasižvalgyti po,134
pastarąjį pusmetį,134
pat aktyviai,134
pat čia,134
pataikė iš,134
patrulių kuopos,134
pats savo,134
patvirtino savo,134
pavojingo ir,134
pavyko sukurti,134
pažeidimo protokolai,134
pažiūrėti kas,134
pažvelkite į,134
pažymėta kad,134
pelnė ir,134
pensijos ir,134
per akis,134
per pasaulio,134
per savaitgalį,134
per trejas,134
platina uab,134
pločio ir,134
po 0,134
policijos automobilio,134
politinių tyrimų,134
posėdyje buvo,134
pravieniškių pataisos,134
prašo kad,134
pražangą ir,134
prie dviejų,134
prieš šimtą,134
prisiminkime kad,134
protą ir,134
punkto iki,134
puolėjo pozicijoje,134
pussy riot,134
pusę o,134
putino patarėjas,134
r. budbergytė,134
ramina kad,134
raudonojoje aikštėje,134
reikia mažinti,134
reikia palaukti,134
rungtynėse ir,134
rusijos atstovai,134
rusijos remiami,134
rusijos rinką,134
ryšių skyriaus,134
sako moteris,134
sakė vidaus,134
san paule,134
sasha song,134
savo veikloje,134
seimo rūmų,134
skiria tik,134
skriejo pro,134
specialistai iš,134
specialisto teigimu,134
staki baltik,134
su dokumentais,134
su jungtinių,134
su stresu,134
su tavim,134
sudaro vos,134
sukėlė daug,134
sulauksime iš,134
sumažinti įtampą,134
sumokėjo už,134
svarstoma kad,134
svarstė jis,134
sąlyčio taškų,134
tad dar,134
tada supratau,134
tai dalis,134
taip būti,134
tapti dar,134
tarptautinių varžybų,134
tarybų rinkimų,134
tačiau abu,134
teigimu jeigu,134
teigė n.,134
teismo procesą,134
teisėsaugos institucijas,134
televizijos bokštą,134
telšių r,134
tiesa į,134
tiesiog dėl,134
tik nedaugelis,134
tikslai yra,134
tikslų smūgį,134
to mano,134
to prieš,134
tokių duomenų,134
tokių įvykių,134
tolimų metimų,134
trūksta informacijos,134
turi didelių,134
turkijoje ir,134
turkijos į,134
turėjo atlikti,134
tvarka buvo,134
tyrimą atliko,134
tą incidentą,134
tą jausmą,134
tęsti kovą,134
ukrainos pietryčiuose,134
už taiką,134
už vagystes,134
v. alekna,134
val kai,134
valdžios pareigūnai,134
valstybinė vartotojų,134
vargais negalais,134
variklis su,134
vasaros ir,134
vasaros olimpinių,134
vasaros sezoną,134
vasarą į,134
veiklą pradėjo,134
vieno didžiausių,134
vieną vaiką,134
vietą užimanti,134
vietų kūrimą,134
visas mūsų,134
visi kalba,134
visiems tai,134
visų būtinų,134
vos tris,134
vos vienu,134
vyksta sklandžiai,134
vykusioje spaudos,134
vėlesniam laikui,134
yra didesni,134
yra meilė,134
čempionate pirmauja,134
čia vėl,134
į afriką,134
į degalinę,134
į kritiką,134
į miltus,134
į veterinarijos,134
įmonės atstovai,134
įvairių spalvų,134
įvykio pradėtas,134
įvykį ir,134
šalia esančių,134
šio verslo,134
šios krizės,134
žemiau skurdo,134
žiūrima kaip,134
žmonių jau,134
žmonės nuo,134
žuvo 14,134
0 laimėjo,133
1 18,133
1 šaukštas,133
10 lt,133
12.00 val.,133
14 iki,133
15 m.,133
17 11,133
1920 m.,133
2002 aisiais,133
2030 m.,133
59 min.,133
60 dienų,133
8 3,133
8 iš,133
8 įvarčius,133
9 13,133
9 kartus,133
90' 1,133
a. navickas,133
a. sakalas,133
a. zacharčenka,133
adolfo hitlerio,133
andrew bogutas,133
anksto ir,133
ant rankos,133
antrinių žaliavų,133
antrose rungtynėse,133
ar kitokios,133
asociacijos ir,133
atgavus nepriklausomybę,133
atkreiptas dėmesys,133
atvirą laišką,133
atėjusi į,133
balsavimo rezultatai,133
bankai ir,133
be eilės,133
bene didžiausią,133
bilietų kainos,133
bus renkamas,133
bus tai,133
buvo pažeistas,133
buvo pirmieji,133
buvo puikiai,133
buvo sumažinta,133
būklė buvo,133
būna per,133
būti aiški,133
būtų užkirstas,133
dar gyvas,133
daug baltymų,133
delfi patikino,133
demarre'as carrollas,133
devintą kartą,133
dirbęs su,133
diskusiją apie,133
dviem vaikais,133
eismo įvykyje,133
eligijui masiuliui,133
esu be,133
etapą pateks,133
euro ncap,133
eurolygos finalo,133
finalo rungtynėse,133
fizinę formą,133
futbolo turnyro,133
gal reikia,133
gali kiekvienas,133
galime matyti,133
galime pasidžiaugti,133
galėjo gauti,133
galėtų pasiekti,133
gavo po,133
gražių žodžių,133
greitu laiku,133
gyvenimui ir,133
gyvos muzikos,133
huawei taurė,133
individualią veiklą,133
informuoja eubusiness,133
ir anglies,133
ir apvirto,133
ir automobilį,133
ir balta,133
ir dabartinė,133
ir ekonominė,133
ir estai,133
ir graikija,133
ir kitokio,133
ir lemia,133
ir medikų,133
ir neva,133
ir nubausti,133
ir papasakoti,133
ir persvėrė,133
ir povilo,133
ir profesionaliai,133
ir puoselėti,133
ir regionų,133
ir rinktis,133
ir rungtynių,133
ir socialiniai,133
ir sveikai,133
ir teisėjai,133
ir tvirtai,133
ir įveikė,133
ir žymiai,133
istorijos dalis,133
iš airijos,133
iš autobuso,133
iš krizės,133
išbandė ir,133
iškovojo tris,133
išvyką į,133
jau toks,133
jaunieji lietuvos,133
jauti kad,133
ji čia,133
jis baigė,133
jonavos rajone,133
jos vaikai,133
jūs dar,133
jų tėvams,133
kad kelias,133
kad mokiniai,133
kad pirkėjai,133
kad tarptautinė,133
kad tądien,133
kad šitaip,133
kai esame,133
kai niekas,133
kaip tikra,133
kaip tyčia,133
kalbėjo v,133
karinės žvalgybos,133
karinę bazę,133
karo pradžios,133
karšto oro,133
kas ilgiau,133
kas valandą,133
katedros aikštės,133
kita linkme,133
kitam ir,133
kitomis europos,133
kitu būdu,133
kitur o,133
kitus darbus,133
kitų baltijos,133
klaipėdos krašto,133
klausimas kurį,133
koks čia,133
kokį darbą,133
komandos yra,133
kovojant dėl,133
kur dėtis,133
kvalifikuotos darbo,133
kvietimo į,133
ką mato,133
kūno dalį,133
labai aiškus,133
labai tikimės,133
laikotarpį ir,133
laikui ir,133
laikytis savo,133
lenkijos futbolo,133
lietuvis su,133
likus kiek,133
llaf taurės,133
lr seimo,133
m. su,133
mane su,133
mačo su,133
mažiausiai 20,133
medikų apžiūros,133
meras ričardas,133
metais sakė,133
metu ten,133
min o,133
ministras socialdemokratas,133
molėtų rajone,133
mūsų komandoje,133
namo o,133
naujų veidų,133
ne vienai,133
nedidelę dalį,133
neduoda ramybės,133
nei reikia,133
nikola mirotičius,133
nuo paauglystės,133
nėra susijęs,133
o a,133
o labiau,133
o pirmadienį,133
o t.,133
o visus,133
pagrindine grupe,133
pagrindinis mūsų,133
pamato kad,133
pamenu kai,133
pareigas ėjęs,133
pareigūnų buvo,133
pareiškimas kad,133
pasaulyje buvo,133
pasiekti gerų,133
pasitikėjimo indeksas,133
paslaugos ir,133
patirties galiu,133
patys už,133
pažinties su,133
per apkaltą,133
per pusantrų,133
per stebuklą,133
pernai birželį,133
pietus ir,133
pietų srauto,133
pirmiausia turėtų,133
pirmoji vieta,133
po aštuonerių,133
politikams ir,133
politinės reklamos,133
pranešama jog,133
pranešė jo,133
prezidentas yra,133
prezidentu ir,133
prie bendros,133
prieš 50,133
prieš priimant,133
priimtas įstatymas,133
principas yra,133
prioritetas yra,133
proc ir,133
proc. buvo,133
produktus kurie,133
protokolas už,133
puikiai suprato,133
respublikos konstitucijos,133
retas reiškinys,133
rimantas vaitkus,133
rinkimų apylinkę,133
rinktinės vartininkas,133
ričardo malinausko,133
rumunijos ir,133
rusijos piliečiams,133
rusijos rublis,133
rusijos įvykdytos,133
s. skvernelį,133
sakė o.,133
santa okockytė,133
savaime aišku,133
savo bei,133
savo grupėje,133
savo indėlį,133
savo kolegomis,133
savo varžovą,133
skaitytojus ir,133
sostinės policijos,133
sprendimai bus,133
sprendimą ar,133
sritis ir,133
start vilnius,133
studijų kokybės,133
su britų,133
su dievu,133
su finansų,133
su vokiečiais,133
su šturmanu,133
sudaryti galimybę,133
sulaukia vis,133
susipažinusi su,133
sužino kad,133
sėkmę ir,133
tad manau,133
tad mūsų,133
tada tikrai,133
tai geriausia,133
tarnybinis patikrinimas,133
tačiau pripažino,133
taškų persvara,133
teigė b.,133
teisingą sprendimą,133
teko atsisakyti,133
teritorinės muitinės,133
tiek užsienyje,133
tiesa vėliau,133
tiesiogiai ar,133
tik dviem,133
tik šios,133
tikrai nežinau,133
tinkluose ir,133
tokia nuostata,133
toks pasiūlymas,133
toks rezultatas,133
tris šių,133
truputį daugiau,133
trylika metų,133
tuo pasinaudoti,133
tuo tikslu,133
turi pasirūpinti,133
turi tą,133
turi vaikų,133
turkijos premjeras,133
turės savo,133
turėtų spręsti,133
tv ir,133
tyrimą kuriame,133
tą savo,133
ugdymo ir,133
ugniagesiams gelbėtojams,133
už butą,133
už poros,133
vaikas iš,133
vandens telkinyje,133
vestuvių dieną,133
vienas mūsų,133
vienų metų,133
vilija matačiūnaitė,133
vis mažėja,133
visuomenės nuomonę,133
visus į,133
vyks vasario,133
yra savotiškas,133
yra verti,133
yra šių,133
yra žinomi,133
zlatanas ibrahimovičius,133
į ežerą,133
į krepšinio,133
į prieglaudą,133
į studiją,133
į teisėjų,133
įstatyme yra,133
įvažiavimą į,133
įėjimas nemokamas,133
šalia vilniaus,133
šeimos gydytojas,133
šeštadienį pusfinalyje,133
šeštadienį vilniuje,133
šeštą pergalę,133
šio reiškinio,133
šio savaitgalio,133
šiose srityse,133
šis mokestis,133
štai kur,133
ūkinės veiklos,133
ųjų spalio,133
žemės sklypus,133
ženklo laipsniu,133
žiūrima į,133
žmogaus organizmą,133
žmogus neturi,133
žodžiais ir,133
žodžio ir,133
000 jav,132
1 19,132
1 baudos,132
10 m.,132
100 jav,132
100 proc,132
14 25,132
16 žmonių,132
1940 metais,132
1980 metais,132
200 laipsnių,132
26 16,132
26 18,132
29 23,132
29 25,132
40 000,132
47 min.,132
49 min.,132
51 erių,132
75 tūkst.,132
8 taškais,132
800 mln.,132
a. kazlauskas,132
alytaus dainava,132
anais laikais,132
antrasis turas,132
apie pavojų,132
ar išvis,132
arabų emyratai,132
arba apskritai,132
arba jį,132
ateityje ir,132
atrankos etape,132
atsakomybė dėl,132
atsakymas yra,132
atvyko apie,132
automobilių rinka,132
autorius yra,132
bausmės vykdymo,132
be baimės,132
be manęs,132
beliko tik,132
bendraudama su,132
bendravimui su,132
bent 5,132
bet geriau,132
blogai bet,132
bns tvirtino,132
brandaus amžiaus,132
bus matyti,132
bus mažesnis,132
buvo pašalinta,132
būti mūsų,132
būtų laikomas,132
c junckerio,132
centre yra,132
city ir,132
civilinį ieškinį,132
d. matijošaitis,132
dabar tiesiog,132
dar 2015,132
dar šeši,132
darbai yra,132
daug dirba,132
daugelį dalykų,132
didžiausią grėsmę,132
dienraščio lietuvos,132
dviejų rūšių,132
dvitaškį iš,132
dėl biudžeto,132
dėl dokumentų,132
dėl pačios,132
dėl vis,132
es dėl,132
esant tokiam,132
europos ekonomikos,132
fiba čempionų,132
gali pasikartoti,132
galima jį,132
galite išvysti,132
galite skambinti,132
galėtų pasakyti,132
gaminamas iš,132
ginkluotės ir,132
gresia baudžiamoji,132
gydytis ambulatoriškai,132
gyvenimo be,132
gyvenimo metais,132
gyventojams kurie,132
gyventojų dalis,132
huffington post,132
iki ketverių,132
interviu bns,132
ir architektūros,132
ir daugiausia,132
ir didelį,132
ir gražus,132
ir greičio,132
ir gyventojams,132
ir informatikos,132
ir olandijos,132
ir patirtį,132
ir piliečių,132
ir pipirais,132
ir ryžtingai,132
ir stabilumo,132
ir sveiką,132
ir ukrainą,132
ir žaidė,132
ir žmonos,132
iš anksčiau,132
iš kalifornijos,132
iš vaiko,132
išmaniesiems telefonams,132
išvykoje su,132
jam pritaria,132
jau ketvirtus,132
jau šiuo,132
jautriai reaguoja,132
jei kyla,132
jei tau,132
jei tie,132
jeigu jiems,132
jennifer lopez,132
ji atsakė,132
jie neturėjo,132
jo dalį,132
jo turtas,132
josifo stalino,132
juk kiekvienas,132
juo naudotis,132
jūs kaip,132
jų negalima,132
jų turėtų,132
kad antrasis,132
kad finansų,132
kad jungtinė,132
kad kariai,132
kad komisija,132
kad nelabai,132
kad reikalai,132
kad studentai,132
kad tėvas,132
kad vairuotojui,132
kadangi mūsų,132
kai ko,132
kaip dauguma,132
kalbėjosi apie,132
kamuolių atliko,132
karinę pagalbą,132
karto kai,132
kas geriausia,132
kas tu,132
keturias pergales,132
kijeve ir,132
kiti ne,132
kitokios nuomonės,132
klausimai apie,132
kodėl tuomet,132
komanda pergalės,132
konferencijos pusfinalio,132
konkursui mano,132
kraujagyslių ligomis,132
kunigaikščio gedimino,132
kur daug,132
kur gyveno,132
kur į,132
kurių daugelis,132
kurti naujas,132
ką darė,132
ką žmogus,132
kūno svorį,132
labai skirtingos,132
laikotarpiu ir,132
lietus oras,132
lietuva šiuo,132
lietuvos finansų,132
lietuvos garbės,132
lietuvos vidaus,132
liko iki,132
linas kleiza,132
linijų bendrovė,132
lkd partijos,132
lt arba,132
lygiai tokia,132
man su,132
mane myli,132
maždaug 12,132
metu nes,132
metu prieš,132
metų jaunuolis,132
metų patirtį,132
miestų gatvėse,132
mindaugas špokas,132
ministrė rimantė,132
naikintuvai f,132
namų areštas,132
narių kurie,132
naują projektą,132
nebus labai,132
nedelsiant buvo,132
nepavyko pasiekti,132
nesvarbu koks,132
niekam nereikia,132
nieko nežinau,132
norima kad,132
norint būti,132
numatė kad,132
nuo centro,132
nuolat ir,132
ojo amžiaus,132
paaiškėjo ir,132
paaiškėtų kad,132
pabaigoje o,132
pagalbos centrą,132
pakylos laiptelio,132
panevėžyje ir,132
paramos lėšų,132
paramos ukrainai,132
pareigūnai su,132
parodo jog,132
pasak rusijos,132
pasakyti kada,132
pasaulio miestų,132
pasaulio valstybės,132
pasidalijo ir,132
pasidalinti patirtimi,132
paskutinius du,132
paslaugų bendrovės,132
pažeidimų kodeksas,132
per balsavimą,132
per kratą,132
perka ir,132
petras auštrevičius,132
pietų afrika,132
pirmą pusmetį,132
pirmąjį turą,132
plastinių operacijų,132
po dešimt,132
po rekonstrukcijos,132
po valgio,132
posėdžių salėje,132
pradžių tai,132
prevencinė priemonė,132
prie lovos,132
prie varžovų,132
prieš 100,132
prieš vidurnaktį,132
proc. mažesnis,132
r. paškauskienė,132
rajone yra,132
ramiajame vandenyne,132
rimi lietuva,132
rizikos šeimų,132
romainas grosjeanas,132
rožinis kvarcas,132
rungtynėmis su,132
rusija galėtų,132
rusijos ministras,132
sakė profesorius,132
san francisko,132
sausio 3,132
savivaldybė yra,132
savo auklėtinių,132
savo dalį,132
savo produkcijos,132
seimas ketvirtadienį,132
sekundės aplenkė,132
senąja trasa,132
signalą kad,132
sirijos prezidentas,132
skrydžius iš,132
stovėjimo aikštelėse,132
su skrydžių,132
sudaryta darbo,132
sulaukė daugiau,132
susiduria ir,132
suvokiu kad,132
sveikatos sutrikdymą,132
tad apie,132
tai akivaizdžiai,132
tai atsitiko,132
tam atvejui,132
tarnybos karių,132
tarptautiniame oro,132
tačiau galbūt,132
tačiau pasitaiko,132
tegul ir,132
teigimu ši,132
teiginius kad,132
tie du,132
tiesioginė transliacija,132
tik pirmas,132
tikrai daugiau,132
tikrų tikriausias,132
to the,132
tokią kainą,132
turės mokėti,132
tyrimo veiksmus,132
tėvą ir,132
tūkst. darbo,132
tūkst. pakelių,132
universitetą ir,132
už vieno,132
uždirbtus pinigus,132
v. dumbliauskas,132
vadovas dmitrijus,132
vadovė federica,132
vairavimo įgūdžius,132
vairo sėdo,132
vaizdo kameromis,132
valdemaro tomaševskio,132
vartus pasiuntė,132
varžovų pranašumą,132
veido oda,132
veiksmo filmų,132
vertė buvo,132
vertės sutartį,132
vilniaus gatvėmis,132
visai gali,132
visgi yra,132
viso lietuvos,132
visą mūsų,132
vytauto landsbergio,132
ypač sunku,132
yra padaryta,132
yra pavyzdys,132
į derybas,132
į tarptautines,132
įdomiausia tai,132
įsitraukia į,132
įtarimai pareikšti,132
šalia savęs,132
šalių gyventojų,132
šeimos finansų,132
šeštas pagal,132
šiaulių sporto,132
šilumos energijos,132
šį antradienį,132
žiniasklaida praneša,132
žinoti jog,132
žmonių visame,132
žmonėms su,132
žurnalistų klausimus,132
žvaigždė ir,132
1/3 tritaškiai,131
18 26,131
180 tūkst.,131
2 taškais,131
2000 eurų,131
23 metus,131
300 km,131
69 metų,131
70 km,131
a. kruopis,131
aktyviai ir,131
alepo mieste,131
amerikiečių karių,131
amžius yra,131
anot moters,131
anot t.,131
apie pačią,131
aplenkė antroje,131
ar dviem,131
ar turime,131
arba nuo,131
arbatos ir,131
asmeninių priežasčių,131
asmenų iš,131
at kam,131
atsidūrė ant,131
atsiminti kad,131
atėjimas į,131
aukšta temperatūra,131
automobilio kaina,131
automobilių stovėjimą,131
b kategorijos,131
b. sandersas,131
b. spears,131
bažnyčios ir,131
be vaikų,131
bendra apyvarta,131
bendradarbiavimo organizacija,131
benzininis variklis,131
beveik dešimtmetį,131
beveik niekada,131
biržos indeksas,131
bus atliktas,131
buvo atsakyta,131
buvo atvežta,131
buvo minima,131
buvo nuostabus,131
buvo pastatyti,131
buvusi žmona,131
buvęs vidaus,131
būkite atsargūs,131
būti lietuvos,131
būtina užtikrinti,131
centro partijos,131
civiliai gyventojai,131
dar nebuvau,131
dar nepavyko,131
darbinis tūris,131
daug puikių,131
daugiau jėgų,131
deja kol,131
didžiuojasi savo,131
direktorius mantas,131
direktorius paulius,131
draudimo įstatymo,131
du jaunuoliai,131
dvigubai mažiau,131
dėl esą,131
dėl tolesnių,131
e. eimontas,131
ekonominę ir,131
ekspertų ir,131
estijos prezidentas,131
fc liverpool,131
fernando verdasco,131
fifa reitinge,131
gali palikti,131
galima mėgautis,131
galima priimti,131
galima prisiminti,131
gedimino kalno,131
geltonos spalvos,131
gerai praleisti,131
gi yra,131
gimimo data,131
giro d'italia,131
grumsis su,131
grupės the,131
gyventi ne,131
gyventojų daugumą,131
iki 38,131
iki pensijos,131
ikimokyklinio amžiaus,131
infekcinių ligų,131
ir aiškino,131
ir aplinkiniams,131
ir graži,131
ir keliauti,131
ir kuriems,131
ir mindaugo,131
ir mokyklų,131
ir mėgsta,131
ir nuspręsti,131
ir nutiko,131
ir partnerių,131
ir rankų,131
ir sausio,131
ir stiliaus,131
ir teisingumą,131
ir teisme,131
ir teisę,131
ir tvf,131
ir šešių,131
iš konteksto,131
iš ne,131
iš varšuvos,131
iš šešėlio,131
išankstinio mokėjimo,131
išgirdo kad,131
išlipęs iš,131
iššūkių ir,131
jam pavyks,131
jau antradienį,131
jau kiek,131
jauno vyro,131
jaunų ir,131
jaučia ir,131
jei rimtai,131
ji nuolat,131
jis greičiausiai,131
jis visuomet,131
jis žada,131
jo nors,131
jog ukrainos,131
jokio kito,131
jonas paulius,131
jos kūno,131
juodai dienai,131
juos jau,131
jį iki,131
jį prie,131
jį tiesiog,131
jų rezultatai,131
jų tarpusavio,131
jų vietą,131
kad daugeliui,131
kad gaisras,131
kad visgi,131
kad žemė,131
kada gi,131
kai ateis,131
kaina turėtų,131
kaip 12,131
kaip būti,131
kaip gera,131
kaip keitėsi,131
kaip vokietija,131
kairės pusės,131
kariuomenė ir,131
kartais į,131
kas tris,131
kaune kur,131
kauno žalgiriui,131
keleriems metams,131
keliai ir,131
kelio dalį,131
keturis vaikus,131
kiekvieną vaiką,131
kilo klausimas,131
kitas pavyzdys,131
kiti lietuvos,131
kitą vasarą,131
knygos autorius,131
kodeksas už,131
komanda dar,131
komandos sudėtį,131
komandos žais,131
konstatavęs kad,131
kovo pabaigos,131
krepšinio čempionatą,131
kur ta,131
kurie gauna,131
kurie jums,131
kuris dažnai,131
kuris gyvena,131
kuriuos turi,131
kyla noras,131
kęstutis masiulis,131
kūrybinė grupė,131
labai mažos,131
lietuvos profesinių,131
link vartų,131
litexpo parodų,131
luhansko srities,131
lėktuvas sudužo,131
m rungties,131
man jie,131
maždaug pusę,131
metais jo,131
metiniame pranešime,131
metu šalyje,131
metų prezidento,131
minsko susitarimai,131
mokesčių administratorius,131
molėtų rajono,131
monika povilaitytė,131
mums reikės,131
mėnesį lietuvos,131
mėnesį tačiau,131
naftos bendrovės,131
naujos vyriausybės,131
ne atsitiktinai,131
ne visose,131
nei daugelis,131
nepriklausomybės dienos,131
nes nei,131
nesusijusi su,131
neturime teisės,131
nežinau kur,131
nežino ir,131
nieko bloga,131
normų ir,131
nuo trejų,131
nuotraukas galite,131
nuotraukas siųsti,131
nurodyta jog,131
nėra nauja,131
o didžioji,131
o vietoje,131
olimpiniame kaimelyje,131
organizacija syrian,131
oskaras koršunovas,131
padeda kovoti,131
pagal seimo,131
pagal teisės,131
pagal užsakymą,131
pagalbos nes,131
pakankamai sudėtinga,131
palangos tilto,131
paprastam žmogui,131
pardavimai išaugo,131
parduotuvių lentynose,131
pareiškė esąs,131
pasakoja d.,131
pasaulio ekonomikai,131
pasaulį kuriame,131
pasiekti tik,131
pasirodo ne,131
pasklido po,131
paskutinį ketvirtį,131
pat numatoma,131
patarimus kaip,131
paties žmogaus,131
pavyzdžiui nuo,131
pačios dienos,131
per veidą,131
pergale ir,131
pietų krypties,131
pirmą nesėkmę,131
pirmą žingsnį,131
plačiajai visuomenei,131
policininkai ir,131
povandeninį laivą,131
pradėjo kurti,131
pradės lyti,131
prie akcijos,131
prie vaikų,131
priemonės kurių,131
privataus kaltinimo,131
produktų iš,131
puikius rezultatus,131
ramūnas čapkauskas,131
rasti kompromisą,131
rasti ne,131
rašo leidinys,131
rašoma jog,131
registrų centre,131
renkasi ne,131
rezervo karių,131
rinktinę ir,131
rusija o,131
rutulio stūmimo,131
rytų europa,131
s. abdeslamas,131
sabonis ir,131
sako ir,131
saugi ir,131
savo dainas,131
savo narių,131
savo paramą,131
savo planų,131
savo vertybes,131
septyni žmonės,131
sieks 5,131
sistemoje yra,131
situacijoje yra,131
skaitytojui už,131
skambinti į,131
skirti 2,131
skyrė tik,131
skyrė vos,131
slapta informacija,131
su antruoju,131
su automobilio,131
su barcelona,131
su dviračiu,131
su mechanine,131
su vairuotoju,131
su vartininku,131
su žaidėjais,131
suma bus,131
surinko daugiau,131
susitarė kad,131
susitikimą kuriame,131
susitikinėja su,131
susitikinėjo su,131
suteikti informacijos,131
tai atspindi,131
tai juos,131
taip kai,131
taip manau,131
taip nebus,131
taisyklių reikalavimų,131
tarptautinės prekybos,131
tarybos narius,131
tauragės rajono,131
tautos jt,131
taškais pakilo,131
telefonu sakė,131
tiesiog tai,131
tik pusę,131
tik įsivaizduoti,131
tikslo nepasiekė,131
tilto skulptūros,131
todėl galime,131
toliau aktyviai,131
tomas kaukėnas,131
tomas vaitkus,131
transliacijos metu,131
turi potencialo,131
turėjo sumokėti,131
turėtų atsakyti,131
tėvų ar,131
tęs kovą,131
tęsiasi ir,131
tūkst. lietuvių,131
tūkstančius kilometrų,131
tų moterų,131
v. benkunskas,131
v. grubliauskas,131
v. uspaskichui,131
vairo kalvio,131
valdyti ir,131
valstybinės lietuvių,131
valstybinį brandos,131
valstybės turto,131
vandens telkinį,131
vartojimas ir,131
vartojimą ir,131
varžytis dėl,131
vasaros atostogas,131
veido odą,131
vertinimo komisija,131
viena šeima,131
vieno stalo,131
vieną baudos,131
vietos buvo,131
vietos pareigūnai,131
viešai ir,131
vilniaus rotušėje,131
viską lemia,131
visuomet bus,131
vyriausybinės pajėgos,131
vėliau sekė,131
yra kažkoks,131
yra mažas,131
yra palyginti,131
