Class;Text
POS;„ORLEN Lietuva“ vadovas pristatė bendrovės planus investuoti Lietuvoje į naują projektą. Tai būtų viena didžiausių investicijų per pastarąjį dešimtmetį. Vyriausybė svarstytų galimybę prisidėti prie šio projekto įgyvendinimo.
POS;Siekdama veiklos efektyvumo didinimo ir produktų kokybės gerinimo bendrovė svarsto galimybes statyti naują sunkaus naftos likučio perdirbimo įrenginį. Ketvirtadienį tokius bendrovės ketinimus Ekonomikos ir inovacijų ministerijoje pristatė AB „ORLEN Lietuva“ generalinis direktorius Michalas Rudnickis.
POS;Pranešama, kad ekonomikos ir inovacijų ministras Rimantas Sinkevičius, energetikos ministras žygimantas Vaičiūnas, susisiekimo ministras Jaroslavas Narkevičius bei finansų viceministras Darius Sadeckas susitikime išsakė principinę teigiamą nuomonę apie bendrovės ketinimus didinti investicijas Lietuvoje.
POS;„Jei vis tik „ORLEN Lietuva“ projektą apsispręstų vykdyti, mes galėtume galvoti, kaip pagerinti šalies infrastruktūrą, kad projektas būtų sėkmingai įgyvendintas ir kartu prisidėtų prie Lietuvos ekonomikos konkurencingumo. Kol kas nekalbame apie apimtis, tačiau derėtų svarstyti, kokiomis lėšomis tą infrastruktūrą galėtume gerinti – optimaliai išnaudojant tiek ES, tiek valstybės lėšas“, — sako R.Sinkevičius.
POS;Vž rašė , kad Lenkijos naftos koncerno „Orlen“ valdoma AB „Orlen Lietuva“ pradėjo pasirengimą kelių šimtų milijonų eurų investicijoms. Yra pasirašyta sutartis parengti bazinį projektą.
POS;Susisiekimo ministerija praneša, kad Vyriausybė pritarė šiam projektui, kuriam finansuoti numato skirti 3,7 mln. Eur.
POS;Teigiama, kad Geležinkelių infrastruktūros plėtros projektas pagerins investicines sąlygas šiaulių laisvojoje ekonominėje zonoje (LEZ) ir šiaulių pramoniniame parke. Tikimasi, kad tai paskatins ekonominį aktyvumą regione ir sudarys sąlygas kurti daugiau kokybiškų, gerai apmokamų darbo vietų šiaulių regiono gyventojams.
NEU;įgyvendinant projektą, į šiaulių miesto pramoninę zoną numatoma nutiesti 2,94 km geležinkelio atšakų, iš jų pirmame etape – 1,97 km ilgio atšaką į šiaulių pramoninį parką ir antrame etape – 0,97 km atšaką į šiaulių LEZ. Taip pat numatoma įrengti apie 25.000 kv. m ploto krovos aikštelę su dviem geležinkelio atšakomis (po 0,6 km). Bendras pramoninės zonos plotas, kuriame pagerės investavimo sąlygos, siekia 172 ha.
NEU;šiaulių miesto savivaldybės ir šiaulių LEZ duomenimis, geležinkelio infrastruktūros reikėjo trims įmonėms, planavusioms įsikurti šiaulių pramonės parke, ir keturiems potencialiems investuotojams, kurie analizavo investavimo galimybes šiaulių LEZ. Ministerija nurodo, kad esamas geležinkelių jungties trūkumas dalį investuotojų jau paskatino rinktis kitus regionus. Tokio susisiekimo reikia ir šiuo metu pramoninėje zonoje veikiančioms įmonėms.
NEU;Jis tuomet teigė, kad pasirinkimą lėmė tai, jog „Biseris“ yra inovatyvi įmonė bei perspektyva vystyti veiklą naujose rinkose.
NEG;„Vitras-S“ galimybes dalyvauti „Lietuvos geležinkelių“ konkursuose pastaraisiais metais temdė nepalankios vyriausybinės strateginius sandorius tikrinančios komisijos išvados – „Skinest Rail“ grupė 2018 metais buvo pripažinta neatitinkančia nacionalinio saugumo interesų.
NEG;Tuomet komisija nustatė, kad „Skinest Rail“ savininkas estas Olegas Osinovskis turi didinančių riziką ar keliančių grėsmę nacionaliniam saugumui ryšių su užsienio valstybių institucijomis ar jų fiziniais ar juridiniais asmenimis.
NEU;„Vitras-S“ pateikė geriausią pasiūlymą atstatyti 19 kilometrų ilgio geležinkelio ruožą iš Mažeikių į Latvijoje esančią Rengę, tačiau sudaryti sutartį su bendrove „Lietuvos geležinkeliai“ pasirašyti galėjo tik po to, kai Vyriausybė nustatė, jog 2008 metais išardytas Rengės ruožas nėra laikomas svarbiu nacionaliniam saugumui.
POS;Naujo koronaviruso pandemijos parblokšta Vokietijos ekonomika atsigaus greičiau nei tikėtasi, pranešė didžiausios Europos ekonomikos vyriausybė. Anot Vokietijos valdžios atstovų, geri darbo rinkos rezultatai padės pasiekti „V“ formos ekonomikos atsigavimą.
NEU;VIVA direktorius bus pavaldus ir atskaitingas Paramos verslui fondo valdybai, kurios darbą prižiūrės stebėtojų taryba.
NEU;Artimiausiu metu jis planuoja suformuoti stiprią organizacinę fondo komandą, pristatyti verslui skaidrius fondo lėšų panaudojimo principus ir pradėti realų finansinės pagalbos dėl koronaviruso sukeltos krizės nukentėjusioms įmonėms skirstymą. Ilgesniuoju laikotarpiu, be valstybės investuojamų lėšų, bus siekiama į fondą pritraukti privačių investicijų ir užtikrinti patrauklią grąžą.
POS;Paramos verslui fondo tikslas – padėti COVID-19 sukeltos krizės paveiktoms vidutinėms ir didelėms Lietuvoje veikiančioms įmonėms, kurių veiklos nutraukimas gali turėti reikšmingų socialinių ir ekonominių pasekmių. šio fondo steigimui pritarė ir Europos Komisija, patvirtinusi valstybės pagalbos teikimo schemą.
NEG;„Kitąmet ir vėl būsime priversti laikinai netaikyti skolos taisyklės ir išleisti dideles sumas piliečių sveikatos apsaugai bei ekonomikos stabilizavimui“, – pareiškė ministras interviu žiniasklaidos grupei „Funke“, turėjęs omenyje Vokietijos puoselėjamą subalansuoto biudžeto politiką.
NEU;„Infobalt“ vadovas: „Veiksmus vertinu teigiamai, o šnekas – neigiamai“
NEU;„Aš veiksmus vertinu teigiamai, o šnekas – neigiamai. Mes turime labai paprastą pasakymą – pereikime nuo žodžių prie darbų. Jeigu imtume IT specialistus, tai vienareikšmiškai reikia, kad kaip įmanoma daugiau jų galėtume čia turėti“, – BNS sakė M. Ubartas.
POS;Agentūros „Investuok Lietuvoje“ vadovas Mantas Katinas pabrėžia, kad dabartiniame politiniame kontekste nesinorėtų kalbėti apie galimybes, tačiau ilguoju laikotarpiu didžiausią potencialą turi būtent IT sektorius.
NEU;Pasak M. Ubarto, migracijos taisyklių atlaisvinimas ir biurokratinių kliūčių naikinimas galėtų būti vienas sprendimų tiek trumpuoju, tiek ilguoju laikotarpiu, siekiant išvengti IT sektoriaus stagnacijos.
NEU;Nepalankių nuostatų laikėsi 13,8%, labai nepalankių – vos 2,8%. Tyrėjai pastebi, kad palankiau verslą dažniau vertina didesnes pajamas gaunantys atstovai.
NEU;„žinoma, vietos tobulėti yra. Gana daug yra gyventojų, verslą vertinančių neutraliai. Norėtųsi, kad verslą vertinančių palankiai būtų daugiau nei 50%. Jei visuomenėje nėra susipriešinimo tarp skirtingų grupių, toks rezultatas būtų sveikas balansas“, – „Delfi.lt“ kalbėjo I. Zokas.
POS;„Tikėtina, kad karantino laikotarpis prisidėjo prie pokyčio į teigiamą pusę: buvo bandoma išsaugoti daug darbo vietų, verslas ėmėsi socialinių iniciatyvų“, – svarsto I. Zokas.
NEU;Dirbantys vyresnio amžiaus žmonės (per 60 m.), palyginti su kitomis amžiaus grupėmis, yra labiau nusiteikę dirbti nuotoliniu būdu. Nors panaši tendencija yra visuose miestuose, Vilniaus mieste dirbančiųjų požiūris, kad darbdavys turi jiems užtikrinti nuotolinio darbo galimybę, yra dar stipresnis (7%). Labiausiai tokia nuomonė būdinga asmenims su aukštuoju išsilavinimu bei aukščiausio lygio specialistams.
NEU;„Lietuviai aiškiai sako, kad jie tikrai norėtų gyventi tvariai bei savo pasirinkimu apsaugoti aplinką nuo neigiamo poveikio, tačiau jiems kliūčių sudaro aukštesnė nei įprasta kaina. Jei tokių kliūčių nebūtų, jie dažniau rinktųsi tiek ekologiškas maisto prekes, tiek kitus produktus ir paslaugas, įskaitant ir namie naudojamą elektrą“, – kalba V. Koryzna.
POS;Dabar pagal Elektros energetikos įstatymą daug energijos naudojančios įmonės gali susigrąžinti dalį už praėjusius metus sumokėto VIAP mokesčio, kuriuo skatinama žalioji energetika, tačiau su sąlyga, kad nebus skolingos VIAP biudžetui bei sutaupytas lėšas investuos į energiją taupančias priemones ir plėtrą.
NEU;Metų pradžioje paaiškėjo, kad „Grigeo Klaipėda“ leido nevalytas nuotekas į Kuršių marias. Prokurorai pradėjo ikiteisminį tyrimą, įtarimai pareikšti įmonei ir septyniems fiziniams asmenims.
NEG;„Tai yra gėda mūsų šaliai“, – sakė jis ir pridūrė, kad ketina kreiptis į Aukščiausiąjį Teismą ginčyti rinkimų rezultatus, kartu stabdant balsų paštu skaičiavimą.
NEU;D. Trumpui kol kas blogiausias scenarijus nepasitvirtino – jis nepralaimėjo rinkimų vos pradėjus skaičiuoti balsus ir užsitikrino pergalę gyvybiškai svarbioje Floridoje. Florida trylika iš pastarųjų keturiolikos prezidento rinkimų balsavo už galutinį laimėtoją. D. Trumpui pavyko užsitikrinti pergalę ir Ohajuje. Jeigu D. Trumpas būtų pralaimėjęs Floridoje, jam nebūtų pavykę sustabdyti „mėlynosios bangos“.
NEG;Tačiau švedijoje mirčių skaičius buvo aukštesnis nei kaimyninėse šiaurės šalyse, kurios pasirinko griežtesnes priemones. Pvz., Norvegijoje, turinčioje maždaug perpus mažiau gyventojų, iš viso užfiksuota tik šiek tiek daugiau nei 260 mirčių.
NEU;Be to, ir švedijos ekonomika tarp šiaurės šalių neparodė geriausio rezultato. Suomijos ekonomika, nepaisant griežtesnės kovos su pandemija strategijos, antrąjį ketvirtį aplenkė švediją. Suomijos bendrasis vidaus produktas susitraukė maždaug 5%, o švedijos – 8,6% , lyginant su pirmuoju metų ketvirčiu.
POS;Kinijos elektroninės prekybos ir debesų kompiuterijos milžinė „Alibaba“ paskelbė apie didesnį, nei tikėtasi, pardavimų augimą, nepaisant grėsmių jos verslui, kylančių iš konkurentų ir politikos formuotojų užsienyje.
NEU;„Tikimės, kad Baltarusijos valdžia sustabdys baudžiamąją bylą ir vietoj to įsitrauks į dialogą, siekdama taikios išeities iš dabartinės krizės“, – pareiškė ES diplomatijos vadovo Josepo Borrellio atstovė spaudai Nabila Massrali.
NEU;Pasak jo, generalinė prokuratūra trečiadienį pradėjo tyrimą dėl „viešų raginimų užgrobti valstybės valdžią ir vykdyti veiksmus, kuriais siekiama daryti žalą Baltarusijos nacionaliniam saugumui, naudojantis masinės informacijos priemonėmis arba pasauliniu kompiuterių tinklu – internetu“.
NEU;„Man paskambino ir pakvietė pokalbio. Jokios darbotvarkės nėra. [Mano] procesinis statusas – liudytojas. Pokalbis dėl baudžiamosios bylos, [iškeltos dėl] Tarybos įkūrimo fakto“, – pažymėjo jis.
NEU;Baltarusijoje streikuojant kai kurioms valstybinėms gamykloms, kurių veikla susijusi su Lietuva, nei Klaipėdos uostas, nei „Lietuvos geležinkeliai“ kol kas nepajuto neigiamos įtakos jų veiklai, sako susisiekimo ministras.
NEU;VMI konsultacijoms – dirbtinis intelektas
NEU;Pasak inspekcijos, nauja paslauga, padedama dirbtinio intelekto, supras lietuvių kalba užduotus tekstinius klausimus ir atsakys į juos.
NEU;Euro zonos verslo atsigavimas neteko pagreičio
POS;Pagal priemonę „Eksperimentas“ finansuojamos tiek Lietuvos regionuose, tiek visoje Lietuvoje veikiančių bendrovių vykdomos mokslinių tyrimų ir eksperimentinės plėtros veiklos, taip pat įmonių pradinės investicijos, kuriomis kuriama nauja ar plečiama esamos įmonės infrastruktūra. Taip pat finansuojamos visoje Lietuvos teritorijoje veikiančių įmonių ir naujų produktų bei technologijų sertifikavimo veiklos.
NEU;Investicijų į nekilnojamąjį turtą įmonių grupė „INVL Baltic Real Estate“ per šešis šių metų mėnesius uždirbo 0,92 mln. Eur grynojo pelno – 46,2% mažiau nei pernai tuo pačiu metu.
NEU;„Nors bendrovės pajamų ir grynojo pelno rodikliams įtakos turėjo kovą baigtas IBC verslo centro pardavimas, vertindami grynąsias nuomos pajamas, fiksavome augimą. Jį lėmė ne tik darbas su klientais bei sėkmingas bendradarbystės erdvės „Talent Garden Vilnius“ startas, bet ir, lyginant su pernai, sumažėjusios sąnaudos“, – pranešime sakė V. Bakšinskas.
NEU;Jis prognozuoja, jog pandemija, jei nebus esminių pokyčių antroje šių metų pusėje, reikšmingos įtakos šių metų bendrovės rezultatams neturės.
NEU;„Dažnai girdimi svarstymai apie tai, kokia valstybės pagalbos verslui forma yra efektyviausia – subsidijų teikimas ar lengvatinės paskolos ir kitos finansinės priemonės. Manome, kad abiejų rūšių pagalba yra reikalinga, nes atliepia skirtingus poreikius ir siekia skirtingų tikslų. „Invegos“, kaip nacionalinės plėtros įstaigos, pagrindinė misija yra padėti verslams spręsti laikino likvidumo iššūkius „kovidiniu“ laikotarpiu. Todėl liūto dalis „Invegos“ suteiktos pagalbos verslą pasiekė paskolų, garantijų ir kitų finansinių priemonių dėka“, – sako K. Motiejūnas
NEU;Išvakarėse 10 metų trukmės JAV iždo popierių pajamingumas buvo pašokęs iki aukščiausio lygio nuo birželio pradžios ir pasiekė 0,9%, tačiau ketvirtadienio rytą pajamingumas smuko žemiau 0,8%.
NEU;„Jau kitąmet planuojame pradėti krauti naują produktą – bitumą ir ieškome kitų krovos galimybių. Tai svarbu brėžiant bendrovės strategiją ir siekiant išlaikyti paslaugų portfelį, kad jame nebūtų vieno kliento ar vieno krovinio dominavimo“, – komentare žiniasklaidai teigė D. šilenskis.
POS;„Investicijos atliekamos reaguojant į pokyčius rinkoje ir ieškant naujų galimybių, todėl veiklos diversifikacija akivaizdžiai duoda naudos: biodegalų krovos apimtis per 2020 metus, lyginant su 2019 metų tuo pačiu laikotarpiu, išaugo 7 kartus“, – sakė jis.
NEU;Kvietimas skirtas didelėms, EST ATL prekybos sistemoje dalyvaujančioms pramonės įmonėms, kuriose dirba daugiau nei 250 darbuotojų, arba kurių metinės pajamos viršija 40 mln. Eur, o įmonės balanse nurodyto turto vertė yra didesnė kaip 27 mln. Eur.
NEU;Iki šiol Vilniuje nebuvo miesto muziejaus, o Vilniuje veikiančiuose muziejuose nėra specialiai parengtų Vilniaus miesto istorijai ir kultūrai skirtų ekspozicijų. Tuo tarpu daugumoje Europos sostinių, o taip pat ir kai kuriuose Lietuvos miestuose, tokie muziejai yra ir sėkmingai veikia.
POS;Nuo kitos savaitės aukštą kvalifikaciją turintys Baltarusijos ir kitų šalių piliečiai dar neatvykę į Lietuvą per Vidaus reikalų ministerijos informacinę platformą MIGRIS galės teikti prašymus dėl leidimo laikinai gyventi šalyje.
POS;Prašymas išduoti mėlynąją kortelę – leidimą laikinai gyventi Lietuvoje – aukštos kvalifikacijos darbuotojams bus pradėtas nagrinėti dar užsieniečiui neatvykus į Lietuvą, pranešė Vidaus reikalų ministerija.
NEU;„šiuo sudėtingu laikotarpiu, kai daugiau draudžiama nei galima, švęsti naujo kino teatro atidarymą yra ypatingas jausmas. Ir 2009-aisiais pirmąją „Pasaką“ atidarėme ekonominės krizės įkarštyje. Nebuvo ramu, tačiau visais šiais metais tikėjome, kad nesvarbu, kokios krizės siautėja už lango, žiūrovams reikia kino filmų, kino patirties, leidžiančios bent porai valandų pamiršti viską aplinkui“, – pranešime cituojama Andrė Balžekienė, „Pasakos“ vadovė.
POS;Grynasis pelnas balandžio–birželio mėnesiais išaugo iki 6,48 mlrd. USD nuo 3,61 mlrd. USD tuo pat metu pernai, o pelno dalis akcijai padidėjo nuo 1,26 iki 2,27 USD. Pardavimų pajamos ūgtelėjo 5,6% iki 137,74 mlrd. USD.
NEG;Baltarusijos generalinis prokuroras grasina protestuotojams baudžiamąja atsakomybe
NEG;Baltarusijos režimas toliau didina spaudimą protestuotojams. Opozicijai pranešant apie valdžios spaudimą protestuojantiems darbininkams, penktadienį šalies generalinis prokuroras Viktaras Kaniukas perspėjo, kad šalies piliečių dalyvavimas nesankcionuotose akcijose prieštarauja įstatymams ir kad jiems gali būti taikoma baudžiamoji atsakomybė.
NEG;„Perspėju: dalyvavimas panašiuose renginiuose yra neteisėtas, kalti asmenys gali būti patraukti administracinėn arba baudžiamojon atsakomybėn“, – sakė V. Kaniukas įrašytame kreipimesi, paskelbtame Baltarusijos generalinės prokuratūros paskyroje platformoje „Telegram“.
NEG;Pirmosiomis protestų dienomis saugumo pajėgoms brutaliai mėginant malšinti demonstracijas buvo sulaikyta beveik 7 tūkst. žmonių. šimtai protestuotojų buvo sužeisti ir hospitalizuoti, taip pat buvo daug pranešimų apie sulaikytųjų mušimus, kankinimus ir prieš juos nukreiptą psichologinį smurtą. Mažiausiai trys protestų dalyviai žuvo.
NEG;Tokia tikimybė yra, dar ir turint omenyje, kad neapibrėžtumą pasaulyje šiuo metu kuria ne tik pandemija, bet ir karšti geopolitikos taškai, įtampos tarptautinėje prekyboje, protekcionizmo apraiškos, „Brexit“ situacija. Net iki pandemijos pasaulio ekonomikos augimas buvo pakankamai trapus, todėl tas neapibrėžtumas pats tampa rizika, nes mažina investavimo iniciatyvą.
NEU;Aš manau, kad realu skolą stabilizuoti, pakeisti jos trajektoriją ir vėl pasiekti saugesnį 40% lygį, tačiau tai užtruks. Dabartinis biudžeto projektas, kartu su kuriuo teikiamas ir trimetis planas, aiškiai parodo, kad per ganėtinai trumpą laiką Lietuva grįžta į saugų, Mastrichto kriterijus atitinkantį biudžeto deficito lygį.
NEU;Pats planas nėra iškaltas akmenyje, manau, kad iš esmės galima keisti visas priemones, tačiau penkios pagrindinės kryptys turi būti išsaugotos, nes yra konsensusas, kad jos yra ir teisingos, ir atneš daugiausiai naudos Lietuvai. Dėl konkrečių priemonių ir projektų kiekvienas gali turėti savo požiūrį, yra sukurtas investicijų komitetas, įtraukiant visus socialinius partnerius, kuris turės užtikrinti, kad finansavimą gautų tik tie projektai, kurie Lietuvai atneš didžiausią naudą.
NEU;čia geriau galėtų atsakyti už šią sritį atsakingas ministras, bet pirmiausiai reikia pabrėžti, kad sprendimų dėl konkrečių projektų dar nėra, o lėšos yra numatytos, kad būtų atkuriami Lietuvai svarbūs skrydžiai, išplečiama jų geografija. To labiausiai trūksta verslo bendruomenei, be normalaus ir efektyvaus oro susisiekimo su pasauliu sunkiai galėtume tikėtis naujų užsienio investicijų. O ar tai vadinti virtualiomis avialinijomis, ar parinkti kitą pavadinimą, paliksiu spręsti tos srities ekspertams.
NEU;Aš neabejoju, kad tai vėliau ar anksčiau įvyks, nes, vaizdžiai tariant, valstybei neįmanoma išvystyti iki aukšto lygio trijų finansinių institucijų. Geriau koncentruoti tą kompetenciją vienoje vietoje ir turėti stiprią struktūrą, kuri gali pritraukti žymiai daugiau institucinių investuotojų lėšų.
NEU;Apmaudo tikrai nejaučiu, nes kelerių metų patirtis rodo, kad elgėmės teisingai. Gerais laikais kaupėme rezervus ir taip sukurta fiskalinė erdvė leido greitai ir efektyviai reaguoti kritiniu momentu. Biudžeto perteklius ar deficitas nėra savaiminiai tikslai, kuomet yra geri laikai, reikia ruoštis blogiems ir jiems atėjus naudotis sukauptais rezervais, taip išlyginti ir užtikrinti kuo stabilesnį visuomenės gyvenimą.
NEU;Muzikologas ir kompozitoriaus bičiulis Viktoras Gerulaitis sako, kad F. Latėnas buvo neabejotinai teatro kūrėjas, jo muzika išsiskyrė paprastumu – už tai jis yra sulaukęs nemažai kai kurių kolegų kritikos, nors užsienyje, ypač tarp Rusijos intelektualų, yra pelnęs didžiulį pripažinimą.
NEU;Tam buvo sumažinta kai kurių įmonių ypač išsiskiriančių rodiklių įtaka bendram vertinimui. Vertinant augimo duomenis, atsižvelgta į tai, kad didesnes pajamas ar pelną turinčioms bendrovėms didinti savo rodiklius yra daug sunkiau, todėl šie kriterijai pasverti pagal įmonės dydį.
NEU;„Matome, kad įmonės, pasinaudodamos šios priemonės sąlygomis, skolinasi tiek apyvartinėms lėšoms, tiek plėtrai, įsigydami naują įrangą ar produktus. Dažniausiu atveju šios lėšos ypač praverčia tuomet, kai klientai apmoka sąskaitas su atidėjimu – per kelis mėnesius, todėl verslui atsiranda didelis laiko tarpas, kai, norint užtikrinti veiklą, būtina turėti apyvartinių lėšų čia ir dabar. Tai itin aktualu šiuo metu, kai dėl visiems žinomų aplinkybių verslas susiduria su finansiniais sunkumais, o ateitis vis dar sunkiai prognozuojama. Smulkusis verslas tokiomis aplinkybėmis, deja, dažniausiai pakliūva į pažeidžiamiausiųjų gretas“, – komentuoja „Finbee Verslui“ vadovas Audrius Griškevičius.
NEU;„Priemonės „Avietė“ išskirtinumas tas, kad šios paskolos teikiamos per sutelktinio finansavimo platformas, šiuo atveju „Finbee Verslui“. Tai galimybė SVV atstovams operatyviai ir patogiai pasiskolinti trūkstamas lėšas investicijoms arba apyvartiniam kapitalui. Taip pat verslas gali skolintis lanksčiau, kai, pavyzdžiui, bankų paskolos ar kitokių formų verslo finansavimas nėra prieinamas ar tinkamas“, – sako INVEGOS generalinis direktorius Kęstutis Motiejūnas.
NEG;„Artimiausiu laikotarpiu didžiausius sunkumus patirs turizmo, apgyvendinimo, maitinimo ir netgi kultūros sektoriai. Valdžia turi rengtis juos išsaugoti. Privalome diskutuoti, kaip palaikyti šių sektorių egzistenciją, nes po kelių mėnesių matysime milžinišką bankrotų bangą“, – įspėja Andrius Romanovskis, Lietuvos verslo konfederacijos prezidentas.
NEG;„Naša Niva“ vyriausiasis redaktorius Marcinovičius – įtariamasis pagal baudžiamojo kodekso straipsnį dėl šmeižto (už Wladyslavo Sokolowskio pasisakymus apie Aliaksandrą Barsukovą). Jis sulaikytas trims paroms“, – sakoma Baltarusijoje neregistruoto teisių gynimo centro „Viasna“ pranešime.
NEU;Išėjęs į laisvę W. Sokolwskis apie šį incidentą papasakojo žurnalistams, sakydamas, kad jį karceryje aplankė ir jam sudavė greičiausiai vidaus reikalų viceministras Aliaksandras Barsukovas. Dėl to vyras rugpjūčio 21 dieną buvo pakviestas pakalbėti į Vidaus reikalų ministeriją, kur reikalauta, kad jis paneigtų, jog A. Barsukovas lankėsi jo kameroje, grasinant iškelti baudžiamąją bylą dėl šmeižto.
NEU;Oficialus vyriausybės pertvarkymo tikslas buvo sumažinti ministerijų skaičių ir valdymą padaryti efektyvesnį.
POS;„Faktoro“ sudarė finansavimo sutartį su Latvijos bendrove SIA „Factoreal“, kuri priklauso „Factors Chain International“ (FCI) tinklui, vienijančiam daugiau nei 400 pirmaujančių faktoringo įmonių 90 šalių: tai leido pritraukti papildomų lėšų eksportuojančioms įmonėms finansuoti.
NEU;„Pandemija sujaukė įprastą eksportuojančių įmonių gyvenimo ritmą – draudikai staiga sumažino limitus, dėl netikrumo eksporto rinkose, staigiai sumažėjo apyvartinės lėšos, o galimybes verslininkams patiems keliauti ir gyvai tartis su partneriais, pajusti situaciją vietinėse rinkose apribojo griežti vietiniai karantino reikalavimai. Draudimo limitams sumažėjus perpus, sulaukėme itin didelio vežėjų susidomėjimo – nebesvarbi tapo net kaina, daug svarbesnis tapo išgyvenimo klausimas ir kad verslas nesustotų visai, nenutrūktų bendradarbiavimas su partneriais užsienyje. Bendrai visi eksportuotojai – transporto sektorius, tekstilės, medienos gamintojai – pradėjo ieškoti finansavimo nebankiniuose finansavimo šaltiniuose“, – nurodo pašnekovas.
POS;Bendrovė finansuoja ir į NVS regioną eksportuojančių įmonių sąskaitas.
NEU;„Eksportas į NVS šalis visuomet susijęs su didesne rizika, tačiau yra pelningesnis. Verslininkai dažnai užsimerkia į riziką, dėl didesnių pelnų, todėl natūralu, kad eksportą į NVS vertiname atsargiai, tačiau nepaisant to, matome ir gerų galimybių augti. šiuo metu tikriausiai geriausiai atrodo Rusija. Ukraina dėl nestabilumo yra vertinama atsargiai. Baltarusija iki prezidento rinkimų dar buvo šiek tiek finansuojama, dabar Baltarusijai uždegtas raudonas signalas“, – aiškina A. Gutauskas.
NEU;„Labai svarbu atkreipti dėmesį į tas medžiagas, kurios turi neigiamą poveikį endokrininei sistemai, jos bus reglamentuojamos ir stebimos, taip pat kalbama ir apie amžinaisiais chemikalais vadinamas PFAS medžiagas – jos galės būti naudojamos tik tada, kai negalės būti pakeistos mažiau žalingomis medžiagomis“, – kalbėjo eurokomisaras.
NEU;Svečias pabrėžė, kad politinė krizė Baltarusijoje pirmiausia yra šios šalies vidaus reikalas.
NEU;„Kaip Koordinacinės tarybos prezidiumo, kuri buvo sudaryta praktiškai Baltarusijos visuomenės iniciatyva, narys, turiu tikslą informuoti apie tai, kas vyksta Baltarusijoje, apie tą gilią politinę krizę, kurią pergyvena Baltarusija. Iš pirmų lūpų noriu pateikti ne tik mūsų kaimynams, bet ir ES valstybėms informaciją apie tikrą situaciją Baltarusijoje“, – teigė svečias.
POS;„Tai jaudinantis Lietuvos ekonomikos plėtros etapas. Potencialus grupės IPO pagilintų ir pagerintų mūsų kapitalo rinkų likvidumą, pritraukdamas naujo kapitalo į dinamišką ekonomiką. Be to, tai užtikrintų investicijas, kurių reikia Lietuvos ir platesnio Baltijos regiono energetiniam saugumui ir anglies dioksido išmetimo mažinimo tikslams per ateinančius dešimtmečius užtikrinti“, – pranešime spaudai sako Vilius šapoka, Lietuvos Respublikos finansų ministras.
NEU;2019 metais klinikose dirbo daugiau nei 1.400 darbuotojų (šeimos gydytojų, gydytojų specialistų, odontologų ir slaugytojų), sveikatos priežiūros paslaugos buvo teikiamos daugiau nei 128.300 registruotų pacientų.
POS;„Augimas mums yra svarbus ir mes matome galimybę plėtoti mūsų veiklą teikiant sveikatos priežiūros paslaugas kitose Europos šalyse. Jau anksčiau pranešėme apie strateginį tikslą plėsti verslą už Latvijos rinkos ribų, nuolat tobulinant paslaugų kokybę ir klientų aptarnavimą“, – pranešime spaudai sakė Dins šmits, „Repharm“ valdybos pirmininkas.
NEG;JAV technologijų milžinės „Apple“ kapitalizacija ketvirtadienį smuko 8%|, o tai reiškia beveik 180 mlrd. USD siekiantį vertės sumažėjimą.
NEG;Pasak JAV savaitinio leidinio „The Barrons‘s“, tai yra rekordinis kada nors fiksuotas kokios nors įmonės vertės sumažėjimas per vieną dieną JAV rinkos istorijoje.
NEU;SAP naudojančios įmonės turi du kelius: kaip apsispręsti?
POS;Visa tai atveria naujas galimybes dirbant su didžiaisiais duomenimis, daiktų internetu ir atliekant operacijas realiu laiku. Jos aktualios vidutiniams ir stambiems verslams, kurie kasdienėje veikloje naudoja ir analizuoja didelius kiekius duomenų – nuo mažmeninės prekybos tinklų, transporto ir logistikos bendrovių iki technologijų kompanijų ir gamyklų.
POS;įmonėms, kurios dar tik svarsto pradėti naudotis SAP technologijomis, klausimų nekyla – jos didžiausią naudą gaus diegdamos programinę įrangą ir naujus verslo procesus nuo nulio. Visgi esami SAP klientai susiduria su dilema: atnaujinti aplikacijas ir patobulinti procesus bedirbant senoje duomenų apdorojimo platformoje, o tik tuomet migruoti į S/4HANA sprendimą, ar diegti viską nuo nulio?
NEU;„Pirmasis kelias yra mažiau rizikingas ir užtikrina verslo tęstinumą, kita vertus, seniai įdiegti ir sunkiai koreguojami procesai gali neleisti iškart išnaudoti visų „SAP S/4HANA“ inovacijų. Antrasis kelias rizikingesnis, kadangi viskas diegiama naujai, užtat viskas atliekama vienu ypu, pagal geriausias SAP praktikas, todėl nereikia laukti, kol bus adaptuoti papildomi funkcionalumai. Kiekvienas atvejis vis kitoks ir turi savų niuansų, visgi 7 metų ir senesnes verslo valdymo sistemas naudojančioms įmonėms būtų naudingiau rinktis antrąjį kelią. Per tiek metų įmonių verslo procesai išsikeroja ir tampa pernelyg sudėtingi, praranda efektyvumą, todėl verta juos peržiūrėti iš esmės, išnaudojant naujausius funkcionalumus“, – sako SAP kompetencijas Lietuvoje plėtojančios „Telia Enterprise Services“ padalinio vadovas Vladislav Grablevskij.
